join_key,dept_select.pre,dept_noucsb.pre,dept_other.pre,occupation.pre,device_select.pre,device_other.pre,device_os.pre,freq_gui.pre,freq_coding.pre,freq_database.pre,freq_version.pre,freq_shell.pre,satisfied_worflow.pre,motivation_select.pre,motivation_other.pre,findout_select.pre,findout_other.pre,agree_accessdata.pre,agree_coding.pre,agree_answers.pre,agree_learning.pre,agree_workdata.pre,agree_doanalysis.pre,agree_efficientdata.pre,hopes.pre,request_accessibility.post,accessibility_issues.post,suggestions.post,attend_entiretime.post,not_attend_select.post,not_attend_other.post,agree_apply.post,agree_comfortable.post,agree_clearanswers.post,agree_instr_enthusiasm.post,agree_instr_interaction.post,agree_instr_knowledge.post,instructor_example.post,workshop_strengths.post,workshop_improved.post,recommend_group.post,recommende_score.post,suggest_topics.post,agree_accessdata.post,agree_coding.post,agree_answers.post,agree_learning.post,agree_workdata.post,agree_doanalysis.post,agree_efficientdata.post,workshop,year,quarter
69saja,Bren/Environmental Sciences,NA,NA,Faculty,Laptop,NA,macOS,Never,Weekly,Less than once per year,Daily,Weekly,Satisfied,"To learn new skills, To refresh or review my skills, To learn skills that I can apply to my current work",NA,Received an email about the workshop,NA,5,4,4,4,4,5,5,I use basic bash commands but I honestly have to google things constantly and it would be nice to just get a more formal education/practice on navigating directories in the terminal since I do this so often for pushing and pulling things to Git/Github. The rest of the workshop seems interesting just for learning sake but the above is a more specific thing I hope to strengthen.,No,NA,NA,Attended the whole workshop,NA,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Loved having the opportunity to ask extra questions in the chat to go a little deeper without disrupting the presenters since there were multiple instructors. This was nice bc in person that wouldn't have been an option! Got some nice extra information about specific questions.,"Easy to follow, digestible, clear, etc.",Im left slightly unsatisfied with how I would use these - it seems like maybe it would be easier to just open the folders and make changes directly but maybe there are times where you can't do that? That extra context would be nice. I did learn a lot about file navigation though and that will be great for when I'm pushing and pulling to github on my terminal as before this workshop I wasn't very effective at that navigation.,Passive,8,Im looking forward to the upcoming R/Python text analysis workshop!,3,4,4,4,4,4,5,2025-04-11-ucsb-shell,2025,spring
79sunj,Chemistry,NA,NA,Graduate Student,Laptop,NA,Windows,Weekly,Never,Never,Never,Less than once per year,Neutral,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,Received an email about the workshop,NA,5,1,3,3,2,3,3,"I would like to learn the basics of working in linux with file directories, running programs, simple commands. I will need to be able to do this for some upcoming data analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
81vaoc,Engineering,NA,NA,Undergrad Student,Laptop,NA,Not sure,Never,NA,NA,NA,NA,Never thought about this,"To learn new skills, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,Read about the workshop in a newsletter or on a university website,NA,3,3,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
80bjse,Probability and Statistics,NA,NA,Undergrad Student,Laptop,NA,macOS,Monthly,Daily,Weekly,Several times per year,Several times per year,Neutral,"To learn new skills, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,Received an email about the workshop,NA,5,2,5,5,3,5,5,learn how to use this and apply to real-life cases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
59sano,"Computer Science, Engineering",NA,NA,Undergrad Student,Laptop,NA,macOS,Never,Weekly,Never,Weekly,Weekly,Neutral,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,Received an email about the workshop,NA,4,3,4,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
78irfe,Probability and Statistics,NA,NA,Undergrad Student,Laptop,NA,macOS,Several times per year,Weekly,Less than once per year,Several times per year,Monthly,Neutral,"To learn new skills, To refresh or review my skills, To learn skills that I can apply to my work in the future",NA,"Received an email about the workshop, Read about the workshop in a newsletter or on a university website",NA,4,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
48juma,Library,NA,NA,Support Staff/Technical Support,Laptop,NA,Windows,Weekly,Several times per year,Never,Never,Never,Never thought about this,To learn new skills,NA,Received an email about the workshop,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Attended the whole workshop,NA,NA,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I appreciated the react function in zoom allowing me to let the instructors know when I was experiencing issues. They always made sure to pause and help me troubleshoot so I continue following along.,The repetition of commands was very helpful in learning how to interact with the interface.,"The beginning of the workshop moved very quickly. It would be helpful especially during the start for beginners if the instructor paused so I could read the commands they typed before the executed the command.; Also, viewing the Windows interface was much easier than the mac because of the color coding, so I would have preferred to have seen that interface the entire time.",Promoter,10,NA,3,3,3,4,2,3,3,2025-04-11-ucsb-shell,2025,spring
86moap,"Biology/EEMB/MCDB, Bren/Environmental Sciences",NA,NA,Management,Laptop,NA,macOS,Weekly,Monthly,Several times per year,Monthly,Monthly,Unsatisfied,"To learn new skills, To learn skills that I can apply to my current work",NA,Received an email about the workshop,NA,5,5,5,4,4,5,5,best practices for running code and storing data; integrating with RStudio; helpful tips of useful commands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
80guno,Probability and Statistics,NA,NA,Undergrad Student,Laptop,NA,macOS,Less than once per year,Monthly,Monthly,Several times per year,Several times per year,Never thought about this,"To learn new skills, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,Saw the workshop listed on Shoreline,NA,4,3,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
80alma,Engineering,NA,NA,Undergrad Student,Laptop,NA,macOS,Never,Monthly,Several times per year,Never,Less than once per year,Very unsatisfied,To learn skills that I can apply to my work in the future,NA,Saw the workshop listed on Shoreline,NA,4,4,4,4,4,3,5,New programming skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
33lono,"Biology/EEMB/MCDB, Biomedical/Health Sciences, Computer Science, Psychological & Brain Sciences",NA,NA,"Research Staff/Researcher Programmer, Undergrad Student",Laptop,NA,macOS,Less than once per year,Monthly,Monthly,Never,Never,Neutral,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future, Satisfy requirement for my program or current position",NA,"Received an email about the workshop, My advisor or supervisor told me about the workshop, Saw the workshop listed on Shoreline",NA,5,1,4,3,1,3,5,NA,No,NA,NA,Attended the whole workshop,NA,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Promoter,9,NA,5,4,4,5,5,4,4,2025-04-11-ucsb-shell,2025,spring
63frno,Other (Please write it here),NA,KITP,"Admin Staff, Analyst",Laptop,NA,macOS,Never,Weekly,Daily,Never,Monthly,Neutral,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,Received an email about the workshop,NA,NA,NA,NA,NA,NA,NA,NA,"i think i can come away able to do some tasks related to running and troubleshooting scripts other people have written me, dealing with software installation and errors, etc. stretch goal is do scripting to automate repetitive tasks.",No,NA,NA,Attended the whole workshop,NA,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Jose helped me get un-stuck so I could catch up with the real-time examples the other instructor was presenting,Clear organized lectures and notes/exercise files. Small enough # of students that I think everybody got to ask their questions and get help when they needed it. Instructors are clear and helpful.,It's hard to get the pace right. The first hour or so was awfully slow and then the more complicated stuff at the end was rushed.,Passive,8,Maybe a Part 2 of this class. I'm looking forward to the one on interacting with APIs for people who are bad at programming I mean working on getting better at programming.,NA,NA,NA,NA,NA,NA,NA,2025-04-10-ucsb-shell,2025,spring
78saju,Biology/EEMB/MCDB,NA,NA,Undergrad Student,Laptop,NA,Not sure,Monthly,Never,Several times per year,Never,Never,Unsatisfied,"To learn new skills, To learn skills that I can apply to my work in the future, Satisfy requirement for my program or current position",NA,"Received an email about the workshop, My advisor or supervisor told me about the workshop",NA,5,2,3,2,1,5,5,I am hoping to learn more about how to use a computer,No,NA,NA,Attended the whole workshop,NA,NA,Somewhat Agree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,They noticed I was struggling and came to help me with the commands,It is good to do this in person and see the instructor doing the commands and trying to follow along. Then you can practice later to see if you can remember it. It is good how much information they are able to share during the workshop and they have a website you can refer to later. It really helped to have people around that are comfortable with the software.,"For me, I have no background with the terminology. I think it is a great workshop but just harder for me since I was slower to understand the new information.",Passive,8,No : ),NA,2,3,3,2,5,5,2025-04-10-ucsb-shell,2025,spring
63kaoc,Earth Sciences,NA,NA,Postdoc Researcher,Laptop,NA,Windows,Several times per year,Daily,Less than once per year,Several times per year,Several times per year,Neutral,"To refresh or review my skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,Received an email about the workshop,NA,5,5,3,2,2,4,4,"Thank you!  I have been offered the use of supercomputing resources from my old postdoc position, and I would like to improve my Unix skills to make full use of this resource.  I currently use MATLAB on my compter/laptop and am learning Python and Jupyter notebook.  My Unix skills are very limited.  The Python interfaces with the supercomputing environment are well-developed.  I hope to learn more about how I can help to acess the resources more easily.",No,NA,NA,Attended the whole workshop,NA,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I was a little slow catching in that you have time be in the folder or directory in order to perform actions on it.  The instructors were patient and made sure to walk through the commands again if we did not understand.  I really appreciated that as it made the conference a safe space for literally ALL attendees.,I liked that the instructors encouraged questions and were very patient.  I also liked that the kesson was published to practice ahead of time.  I regret not taking advantage of this feature.,"I had a hard time managing the ' thumbs up' feature when asked.  I found I could either follow, or respond.  Again, I need to invest in another screen which would make this easier.    I have a tiny laptop screen.",Promoter,10,"I am not sure, but I wish all instructors were as helpful and kind as you!  I will try to attend another one.",4,4,3,NA,4,5,5,2025-04-11-ucsb-shell,2025,spring
63,Probability and Statistics,NA,NA,Graduate Student,Laptop,NA,macOS,Weekly,Daily,Daily,Monthly,Monthly,Satisfied,"To learn new skills, To refresh or review my skills",NA,Received an email about the workshop,NA,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-14-ucsb-git,2025,spring
66lofe,"Biology/EEMB/MCDB, Probability and Statistics",NA,NA,Undergrad Student,Laptop,NA,macOS,Less than once per year,Daily,Several times per year,Several times per year,Monthly,Neutral,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,"Received an email about the workshop, Saw a flyer about the workshop",NA,5,2,4,4,4,4,4,Application and resources to learn more after the workshop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-16-ucsb-gitcollab,2025,spring
24frju,Computer Science,NA,NA,Undergrad Student,Laptop,NA,macOS,Never,Weekly,Never,Weekly,Weekly,Very unsatisfied,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,Read about the workshop in a newsletter or on a university website,NA,5,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-14-ucsb-git,2025,spring
56saju,History,NA,NA,Undergrad Student,Laptop,NA,Windows,Never,Less than once per year,Never,Never,Less than once per year,Unsatisfied,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,Saw a flyer about the workshop,NA,NA,NA,NA,NA,3,NA,NA,Just the basic framework of understanding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-10-ucsb-shell,2025,spring
85oama,"Mathematics, Probability and Statistics",NA,NA,Undergrad Student,Laptop,NA,macOS,NA,NA,NA,NA,Daily,Not sure,"To refresh or review my skills, To learn skills that I can apply to my work in the future",NA,Received an email about the workshop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-10-ucsb-shell,2025,spring
67pade,Mathematics,NA,NA,Graduate Student,Laptop,NA,macOS,Never,Daily,Never,Daily,Daily,Neutral,"To learn new skills, To refresh or review my skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,"Received an email about the workshop, Saw the workshop listed on a Carpentry website, Saw the workshop listed on Shoreline",NA,5,5,4,4,4,5,5,I know the very basic shell commands but would like to learn how to actually read and write shell scripts,No,NA,NA,Attended the whole workshop,NA,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very responsive to questions,Highly applicable to so many different things,NA,Promoter,10,NA,5,5,5,5,4,5,5,2025-04-10-ucsb-shell,2025,spring
82paau,"Mathematics, Probability and Statistics",NA,NA,Undergrad Student,Laptop,NA,macOS,Never,Several times per year,Less than once per year,Never,Never,Very unsatisfied,"To learn new skills, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,Received an email about the workshop,NA,5,2,4,4,2,4,5,"I've never really understood what the Terminal app on my MacBook did, so I am hoping to learn more about it. Beyond that, I am hoping to acquire new skills that will help me manage data.",No,NA,NA,Attended the whole workshop,NA,NA,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The instructors were very quick to answer questions in chat and out loud. This made it very easy to catch up if you fell behind.,"Instructors were very approachable with questions, knowledgeable about the subject, and very friendly.","I am not sure if it was beyond the scope of the workshop, but I thought it would have been helpful to see some applications of why I would use the shell instead of the GUI. I feel like the things I learned today (moving between directories, renaming files, copying files, etc.) I could've just done easier in the GUI.",Promoter,10,NA,5,3,4,4,2,5,5,2025-04-11-ucsb-shell,2025,spring
80baau,"Comparative Literature, Film & Media",NA,NA,Graduate Student,Laptop,NA,macOS,Never,Never,Never,Never,Never,Not sure,To learn new skills,NA,Received an email about the workshop,NA,3,1,1,1,3,3,3,Getting familar with what I can use GitHub for,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-16-ucsb-gitcollab,2025,spring
85sase,Bren/Environmental Sciences,NA,NA,Graduate Student,Laptop,NA,Windows,Monthly,Monthly,Several times per year,Less than once per year,Less than once per year,Neutral,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,"Received an email about the workshop, Read about the workshop in a newsletter or on a university website",NA,5,4,4,3,3,4,4,I am looking forward to learning the basics of Git and GitHub in a group setting from the awesome DREAM Lab Team!,No,NA,NA,Attended the whole workshop,NA,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Jose is a great resource. He helped make sure we were prepared before the workshop began by having the room open from 9 AM. I really appreciated that! He answers questions clearly and kindly.,"Knowledgable instructors, good system for getting help (love the sticky notes), and amble time to ask and answer questions. Overall 10/10!",No notes!,Promoter,10,"Sourcing data for research projects, navigating archival data, etc.",5,5,5,4,4,5,5,2025-04-14-ucsb-git,2025,spring
29elju,Sociology,NA,NA,Graduate Student,Laptop,NA,macOS,Daily,NA,NA,NA,NA,Unsatisfied,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,Received an email about the workshop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
44safe,Probability and Statistics,NA,NA,Undergrad Student,Laptop,NA,macOS,Never,Daily,Several times per year,Never,Daily,Satisfied,"To learn new skills, To refresh or review my skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion, Satisfy requirement for my program or current position",NA,"Received an email about the workshop, Saw a flyer about the workshop, Read about the workshop in a newsletter or on a university website, Saw the workshop listed on a Carpentry website, My advisor or supervisor told me about the workshop, A friend or colleague told me about the workshop, Saw the workshop advertised on social media (Twitter, Facebook, etc.), Saw the workshop listed on Shoreline",NA,5,5,5,5,5,5,5,Unix Shell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
27jama,"Economics, Probability and Statistics",NA,NA,Undergrad Student,Laptop,NA,macOS,Daily,NA,NA,NA,Weekly,Unsatisfied,To learn skills that I can apply to my current work,NA,A friend or colleague told me about the workshop,NA,4,4,4,4,4,4,4,I hope to gain confidence in Git and Github to where it is no longer confusing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-16-ucsb-gitcollab,2025,spring
87neoc,Biology/EEMB/MCDB,NA,NA,Graduate Student,Laptop,NA,macOS,Never,Weekly,Less than once per year,Monthly,Never,Unsatisfied,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,Received an email about the workshop,NA,5,4,4,3,2,5,5,learning how to use github correctly without overwriting my lab's established code. overall want to feel more confident and competent at using and understanding github,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-16-ucsb-gitcollab,2025,spring
69keno,Probability and Statistics,NA,NA,Undergrad Student,Laptop,NA,macOS,Less than once per year,Weekly,Several times per year,Never,Never,Unsatisfied,"To learn new skills, To learn skills that I can apply to my work in the future",NA,Received an email about the workshop,NA,1,3,4,4,NA,NA,NA,NA,No,NA,NA,Attended the whole workshop,NA,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very enthusiastic and helpful also gave helpful tips and tricks,"Interactive, easy to follow along. Prefer the zoom environment",NA,Promoter,10,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
56loja,No UCSB Affiliation (Write you affiliation here),NA,NA,Librarian or Archivist,Laptop,NA,Windows,Never,NA,Never,NA,NA,Unsatisfied,"To learn new skills, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,Saw the workshop listed on a Carpentry website,NA,4,2,4,4,4,4,4,NA,No,NA,NA,Attended the whole workshop,NA,NA,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Open to answering questions and had a breakroom to work on issues a student was having one on one.,NA,NA,Promoter,10,NA,4,2,5,5,4,4,4,2025-04-11-ucsb-shell,2025,spring
77frma,Other (Please write it here),NA,Statistics and Data Science,Undergrad Student,Laptop,NA,macOS,Less than once per year,Weekly,Weekly,Never,Weekly,Unsatisfied,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,Received an email about the workshop,NA,3,4,4,5,2,5,5,"I want to be a data scientist, so I think it is really important to understand Unix systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
80agju,Bren/Environmental Sciences,NA,NA,Postdoc Researcher,Laptop,NA,macOS,Daily,Daily,Daily,Daily,Daily,Very unsatisfied,"To learn new skills, To learn skills that I can apply to my work in the future",NA,Received an email about the workshop,NA,5,5,5,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11-ucsb-shell,2025,spring
48juma,Library,NA,NA,Support Staff/Technical Support,Laptop,NA,Windows,Weekly,Less than once per year,Never,Never,Less than once per year,Never thought about this,"To learn new skills, To learn skills that I can apply to my work in the future",NA,Received an email about the workshop,NA,3,1,4,4,3,3,3,How to work more efficiently with GitHub and work collaboratively with others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-16-ucsb-gitcollab,2025,spring
31prap,History,NA,NA,Graduate Student,Laptop,NA,macOS,Never,Never,Never,Never,Never,Neutral,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,"Received an email about the workshop, Other",A professor told me about the workshop.,4,1,1,1,1,1,1,"I hope to learn what Git and GitHub are, how to install them, and how to use them in a way that will enhance rather than disrupt my workflow.",No,NA,NA,Attended the whole workshop,NA,NA,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,"Instructors affected my learning experience by:

– Rushing through material, resulting in me feeling lost, confused, and inept;
– Audibly talking to one another about worrying that they were running overtime, undermining confidence in the workshop and instilling a sense of shame in me for not understanding more quickly;
– Acting confused by questions about morals, ethics, and privacy, implicitly dismissing students' concerns about such;
– Repeatedly modifying instructions immediately given with accompanying warnings about how following the instruction incorrectly would result in negative consequences, creating uncertainty and fear about whether an instruction was safe to follow or would harm a student's device",A strength of the workshop was simulcasting the instructor's screen on screens at every table. Being able to see the instructor's command line and try to follow along at least helped a little bit.,"The workshop could be improved in the following ways (nonexhaustive):; ; - Be more prepared for student confusion, especially in a workshop advertised as being suitable for beginners.; - Instruct more clearly, using sentences that don't require immediate caveats for fear of prompting a student to do something catastrophic to their computers; - Understand Git and GitHub more thoroughly. More than once, instructors confessed their ignorance about how to answer seemingly elementary questions about the programs. They seemed to know how to plug commands into Git but not how or why any of it worked.; – Explain the utility of Git and GitHub. The case for why or how these tools improve upon information management practices students might already be using was rarely made persuasively.; – Teach students how to protect their privacy from malicious actors. In an age of ""cyber stalking,"" ""doxxing,"" and grassroots fascist threats (and even violence) against people in higher education, I was frankly flabbergasted by the instructors' devil-may-care attitude toward students connecting themselves to an open-access repository from which information seemingly cannot readily be deleted.; - Divest from tools that depend on Large Language Models (LLMs, sometimes spuriously called ""AI""). UCSB is a university committed to learning, and no educational entity should encourage students to use plagiarism machines that discourage critical thinking.",Detractor,4,"– How to protect our information online; – How to protect our scholarship and other work from piracy, especially by Large Language Models (LLM, sometimes misleadingly called ""AI""); – The ethical and academic dangers of Large Language Models (LLM, sometimes misleadingly called ""AI"")",4,1,1,1,1,1,1,2025-04-14-ucsb-git,2025,spring
77mooc,Bren/Environmental Sciences,NA,NA,Graduate Student,Laptop,NA,macOS,Never,Monthly,Never,Several times per year,Never,Unsatisfied,"To refresh or review my skills, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,A friend or colleague told me about the workshop,NA,NA,NA,NA,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-14-ucsb-git,2025,spring
29sama,"Probability and Statistics, Other (Please write it here)",NA,Environmental Studies,Undergrad Student,Laptop,NA,Windows,Never,Less than once per year,Less than once per year,Never,Never,Neutral,"To learn new skills, To learn skills that I can apply to my work in the future, To learn skills that will help me get a job or a promotion",NA,Read about the workshop in a newsletter or on a university website,NA,NA,NA,NA,NA,NA,NA,NA,"Basic grasp of what Git and Github are, and their applications.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-14-ucsb-git,2025,spring
80yuau,History,NA,NA,Graduate Student,Laptop,NA,macOS,Never,Never,Never,Never,Never,Unsatisfied,To learn new skills,NA,My advisor or supervisor told me about the workshop,NA,4,1,4,4,2,3,4,i want to get a basic knowledge of this software.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-14-ucsb-git,2025,spring
68neju,Biology/EEMB/MCDB,NA,NA,Postdoc Researcher,Laptop,NA,macOS,Never,Weekly,Never,Monthly,Less than once per year,Neutral,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,Received an email about the workshop,NA,5,2,4,3,2,5,4,NA,No,NA,NA,Attended the whole workshop,NA,NA,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,NA,NA,It was confusing and the end was rushed - I couldn't tell what application was being used or how I would apply it,Detractor,6,I think there needs to be a bit more explanation for why we are doing what we're doing,NA,NA,NA,NA,NA,NA,NA,2025-04-16-ucsb-gitcollab,2025,spring
28slfe,No UCSB Affiliation (Write you affiliation here),Postdoc,NA,Retired or Not Employed,Laptop,NA,macOS,Never,Never,Never,Never,Less than once per year,Not sure,"To learn new skills, To refresh or review my skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,A friend or colleague told me about the workshop,NA,3,1,2,3,1,1,1,To understand what Git is and how to use it,No,NA,NA,Attended the whole workshop,NA,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,All the instructors at the workshop were really friendly and helped me when I had questions and issues with the tasks - thanks to José and Jairo in particular!,"Clear tasks, well organised,",NA,Promoter,10,Open refine,NA,NA,NA,NA,NA,NA,NA,2025-04-14-ucsb-git,2025,spring
63olev,History,NA,NA,Graduate Student,Laptop,NA,macOS,Never,Never,Never,Monthly,Monthly,Neutral,"To learn new skills, To learn skills that I can apply to my current work, To learn skills that I can apply to my work in the future",NA,"Received an email about the workshop, My advisor or supervisor told me about the workshop, A friend or colleague told me about the workshop",NA,5,1,2,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-16-ucsb-gitcollab,2025,spring
